"YEAR","biomass"
2000,0.490086206896552
2000,0.289439655172414
2000,0.593534482758621
2000,0.170689655172414
2000,0.357327586206897
2000,0.958316091954023
2000,0.49676724137931
2000,0.615478448275862
2001,0.367025862068966
2001,0.525
2001,0.509051724137931
2001,0.270474137931034
2001,0.430129310344828
2001,0.596510775862069
2001,0.371551724137931
2001,0.785068965517241
2002,1.45603448275862
2002,1.16754382183908
2002,1.46465373563218
2002,1.05049353448276
2002,1.17539870689655
2002,0.392442528735632
2002,1.03630244252874
2002,1.18762715517241
2003,0.217284482758621
2003,0.494700431034483
2003,0.44658117816092
2003,11.1383304597701
2003,1.23697701149425
2003,2.51797772988506
2003,0.565278735632184
2003,2.77122054597701
2004,1.03312859195402
2004,1.12631896551724
2004,0.736426724137931
2004,2.06177442528736
2004,2.41706752873563
2004,2.32061853448276
2004,1.53713793103448
2004,3.35094037356322
2005,0.40666882183908
2005,0.652383620689655
2005,2.46227586206897
2005,1.53581465517241
2005,4.57267385057471
2005,4.50635560344828
2005,2.27431968390805
2005,4.02006106321839
2006,6.91823132183908
2006,5.64335344827586
2006,2.71006609195402
2006,0.12801724137931
2006,7.86262859195402
2006,5.92344037356322
2006,5.10658333333333
2006,6.96394612068966
2007,8.09126149425287
2007,5.95453591954023
2007,1.97583405172414
2007,0.873247126436782
2007,9.57354454022989
2007,7.16185344827586
2007,6.07771479885057
2007,6.72505316091954
2008,7.20831537356322
2008,7.69852227011494
2008,4.72214655172413
2008,5.43477370689655
2008,5.21880747126437
2008,2.33562931034483
2008,0.39698275862069
2008,1.73407112068966
2009,5.09431537356322
2009,0.983398706896552
2009,1.1323275862069
2009,4.10004885057471
2009,7.66770545977012
2009,5.81689008620689
2009,5.84066882183907
2009,4.5605474137931
2010,4.5016860632184
2010,1.7116408045977
2010,3.29563721264368
2010,5.56833836206897
2010,4.96110488505747
2010,4.13945977011495
2010,2.94914511494253
2010,1.33741666666667
2011,3.05505028735632
2011,2.58872844827586
2011,5.46375359195403
2011,0.598340517241379
2011,2.41077514367816
2011,3.57196479885057
2011,3.50463505747126
2011,1.64722341954023
2012,4.02052801724138
2012,4.56696120689655
2012,4.52049784482759
2012,0.505172413793103
2012,2.86627155172414
2012,2.2410308908046
2012,4.81632543103448
2012,4.05043103448276
2013,3.62582399425287
2013,2.9999375
2013,2.92479525862069
2013,1.07737068965517
2013,8.62259698275862
2013,3.80558189655172
2013,4.16500359195402
2013,3.23844109195402
2014,4.7379382183908
2014,3.48497844827586
2014,2.80230603448276
2014,1.40775502873563
2014,6.37910201149426
2014,2.26852011494253
2014,5.05573275862069
2014,5.28210488505747
2015,3.29190732758621
2015,1.52084770114943
2015,1.15583692528736
2015,0.584331896551724
2015,2.21735272988506
2015,1.9139224137931
2015,2.93095186781609
2015,2.80807471264368
2016,2.88316810344828
2016,1.93448275862069
2016,1.16406609137931
2016,1.71858465517241
2016,1.4148490862069
2016,1.0754000862069
2016,2.59124431034483
2016,4.27622120689655
2017,5.08357896551724
2017,2.78464081034483
2017,3.09466315517241
2017,4.21456827586207
2017,5.21770114310345
2017,5.15589443103448
2017,4.87746263793103
2017,4.66214448275862
2018,1.89334051724138
2018,0.541404448275862
2018,0.326551724137931
2018,1.19447913793103
2018,1.09080103448276
2018,1.48003586206897
2018,0.745538879310345
2018,1.93033039655172
2019,1.53376793103448
2019,2.49172775862069
2019,3.24614956896552
2019,2.16577586206897
2019,3.43650862068966
2019,1.17084120689655
2019,1.50658034482759
2020,2.67262198275862
2020,2.94163448275862
2020,4.76165919482759
2020,4.40147931034483
2020,2.52453736206897
2020,2.22830825862069
2020,1.79411620689655
