"Year","individuals"
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,2
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1998,1
1998,1
1998,1
1998,0
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,2
1998,1.33333333333333
1998,1
1998,1
1998,1
1999,0.5
1999,0.333333333333333
1999,0.2
1999,0.5
1999,0.4
1999,0.5
1999,0.375
1999,0.142857142857143
1999,0
1999,0.375
1999,0
1999,0.125
1999,0
1999,0
1999,0
1999,0.142857142857143
1999,0.142857142857143
1999,0
1999,0.142857142857143
1999,0
1999,0.2
1999,0
1999,0.4
1999,0.4
1999,0.166666666666667
1999,0.285714285714286
1999,0
1999,0.375
1999,0
1999,0.333333333333333
1999,0.777777777777778
1999,0.5
1999,0.25
1999,0.6
1999,0.625
1999,0.333333333333333
1999,0.142857142857143
1999,0.571428571428571
1999,0.571428571428571
1999,0.444444444444444
2000,0.428571428571429
2000,0.444444444444444
2000,0.5
2000,0.285714285714286
2000,0.8
2000,0.25
2000,0.166666666666667
2000,0.142857142857143
2000,0.857142857142857
2000,0.428571428571429
2000,0.555555555555556
2000,0.4
2000,0.5
2000,0.333333333333333
2000,0.5
2000,0.142857142857143
2000,0.375
2000,0.285714285714286
2000,0.818181818181818
2000,0.857142857142857
2000,0.555555555555556
2000,0.375
2000,0.285714285714286
2000,0
2000,0.428571428571429
2000,0.333333333333333
2000,0.571428571428571
2000,0.285714285714286
2000,0.142857142857143
2000,0.375
2000,0.6
2000,0.666666666666667
2000,0.285714285714286
2000,0
2000,0
2000,0.555555555555556
2000,0.285714285714286
2000,0.75
2000,0.375
2000,0.666666666666667
2001,0
2001,0
2001,0.25
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0.125
2001,0
2001,0
2001,0.2
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0.142857142857143
2001,0
2001,0
2001,0
2001,0.166666666666667
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2002,0
2002,0.2
2002,0
2002,0.285714285714286
2002,0.666666666666667
2002,0
2002,0
2002,0
2002,0
2002,0.285714285714286
2002,0
2002,0
2002,0.285714285714286
2002,0.125
2002,0
2002,0
2002,0
2002,0.375
2002,0.125
2002,0
2002,0.125
2002,0.166666666666667
2002,0
2002,0.142857142857143
2002,0.125
2002,0.166666666666667
2002,0
2002,0
2002,0.142857142857143
2002,0
2002,0.142857142857143
2002,0.125
2002,0
2002,0
2002,0
2002,0.142857142857143
2002,0
2002,0
2002,0
2002,0
2003,0.285714285714286
2003,0
2003,0.333333333333333
2003,0.4
2003,0.375
2003,0.25
2003,0.8
2003,0.5
2003,0.333333333333333
2003,0.285714285714286
2003,0.666666666666667
2003,0.625
2003,0.285714285714286
2003,0.125
2003,0.5
2003,0.285714285714286
2003,0.285714285714286
2003,0.125
2003,1.57142857142857
2003,0.333333333333333
2003,0
2003,0.285714285714286
2003,0.444444444444444
2003,0.285714285714286
2003,0.125
2003,0.666666666666667
2003,0.428571428571429
2003,0.545454545454545
2003,0.333333333333333
2003,0.571428571428571
2003,1
2003,0.333333333333333
2003,7.83333333333333
2003,0.2
2003,0.428571428571429
2003,0.166666666666667
2003,0.285714285714286
2003,0.166666666666667
2003,0.5
2003,0.714285714285714
2004,0.727272727272727
2004,0
2004,0.4
2004,0.142857142857143
2004,0.3
2004,0.222222222222222
2004,0.727272727272727
2004,0.733333333333333
2004,0.545454545454545
2004,0.5
2004,0.375
2004,0.166666666666667
2004,0.125
2004,0.714285714285714
2004,0.222222222222222
2004,0.25
2004,0.142857142857143
2004,0.714285714285714
2004,0.285714285714286
2004,0.833333333333333
2004,0.4
2004,0.285714285714286
2004,0.333333333333333
2004,0.5
2004,0.8
2004,0.285714285714286
2004,0.333333333333333
2004,0.6
2004,0.4
2004,0
2004,0.75
2004,0
2004,0.625
2004,0.625
2004,0.4
2004,0.222222222222222
2004,0.333333333333333
2004,0.444444444444444
2004,0.25
2004,0.25
2005,0
2005,0.25
2005,0.666666666666667
2005,0
2005,0
2005,0.333333333333333
2005,0.428571428571429
2005,0.2
2005,0
2005,0.166666666666667
2005,0
2005,0.166666666666667
2005,0.428571428571429
2005,0.333333333333333
2005,0
2005,0.222222222222222
2005,0.4
2005,0.142857142857143
2005,0.166666666666667
2005,0.333333333333333
2005,0.166666666666667
2005,0.666666666666667
2005,0
2005,0.4
2005,0
2005,0.2
2005,0
2005,0.6
2005,0
2005,0.2
2005,0
2005,0
2005,0.142857142857143
2005,0.285714285714286
2005,0
2005,0.5
2005,0
2005,0
2005,0.333333333333333
2005,0
2006,0.166666666666667
2006,0
2006,0
2006,0
2006,0
2006,0
2006,0.2
2006,0
2006,0.285714285714286
2006,0
2006,0
2006,0.25
2006,0
2006,0.142857142857143
2006,0
2006,0
2006,0.166666666666667
2006,0
2006,0
2006,0.285714285714286
2006,0
2006,0
2006,0.142857142857143
2006,0.5
2006,0
2006,0.166666666666667
2006,0
2006,0.142857142857143
2006,0
2006,0
2006,0
2006,0.166666666666667
2006,0
2006,0.166666666666667
2006,0
2006,0.142857142857143
2006,0
2006,0.25
2006,0.142857142857143
2006,0
2007,0.571428571428571
2007,0
2007,0
2007,0.428571428571429
2007,0.25
2007,0.125
2007,0
2007,0
2007,0
2007,0.125
2007,0.333333333333333
2007,0.333333333333333
2007,0.333333333333333
2007,0.142857142857143
2007,0
2007,0
2007,0.333333333333333
2007,0.4
2007,0
2007,0
2007,0
2007,0
2007,0
2007,0
2007,0.333333333333333
2007,0
2007,0.25
2007,0.166666666666667
2007,0.166666666666667
2007,0.4
2007,0.833333333333333
2007,0
2007,0
2007,0
2007,0.166666666666667
2007,0.2
2007,0
2007,0
2007,0
2007,0.5
2008,0.2
2008,0.2
2008,0.2
2008,0.428571428571429
2008,0.375
2008,0
2008,0.2
2008,0.571428571428571
2008,0.25
2008,0.333333333333333
2008,0.8
2008,0
2008,0.75
2008,0.428571428571429
2008,0.571428571428571
2008,0
2008,0.5
2008,1
2008,0.142857142857143
2008,0
2008,0.428571428571429
2008,0.25
2008,0.4
2008,0.5
2008,0.2
2008,0.666666666666667
2008,0.2
2008,0
2008,0.2
2008,0.5
2008,0
2008,0.333333333333333
2008,0.625
2008,0.25
2008,0
2008,0
2008,0.25
2008,0.25
2008,0
2008,0.333333333333333
2009,0
2009,0.166666666666667
2009,0.25
2009,0
2009,0.125
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0.333333333333333
2009,0.428571428571429
2009,0
2009,0
2009,0.333333333333333
2009,0
2009,0
2009,0.166666666666667
2009,0
2009,0.125
2009,0
2009,0
2009,0.25
2009,0
2009,0
2009,0.166666666666667
2009,0.333333333333333
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0.166666666666667
2009,0.125
2009,0.166666666666667
2009,0.2
2009,0
2009,0
2010,0
2010,0
2010,0.25
2010,0
2010,0.5
2010,0
2010,0.333333333333333
2010,0
2010,0.25
2010,0
2010,0.2
2010,0
2010,0
2010,0.4
2010,0
2010,0.25
2010,0.333333333333333
2010,0
2010,0.666666666666667
2010,0
2010,0.2
2010,0.25
2010,0.142857142857143
2010,0.2
2010,0.25
2010,0
2010,0.5
2010,0
2010,0
2010,0
2010,0.25
2010,0
2010,0
2010,0
2010,0.333333333333333
2010,0
2010,0.166666666666667
2010,0.25
2010,0
2010,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0.142857142857143
2011,0.166666666666667
2011,0
2011,0
2011,0
2011,0
2011,0.142857142857143
2011,0
2011,0
2011,0.142857142857143
2011,0
2011,0
2011,0
2011,0.166666666666667
2011,0.125
2011,0
2011,0
2011,0.142857142857143
2011,0.125
2011,0
2011,0
2011,0
2011,0
2011,0.375
2011,0
2011,0
2011,0
2011,0.142857142857143
2011,0.142857142857143
2011,0
2011,0
2011,0.25
2011,0
2011,0
2011,0
2012,0
2012,0.166666666666667
2012,0
2012,0.125
2012,0.444444444444444
2012,0.166666666666667
2012,0.142857142857143
2012,0.166666666666667
2012,0.25
2012,0.25
2012,0
2012,0.166666666666667
2012,0.125
2012,0.5
2012,1
2012,0.333333333333333
2012,0.166666666666667
2012,0.25
2012,0
2012,0.166666666666667
2012,0.166666666666667
2012,0.285714285714286
2012,0.125
2012,0.25
2012,0.222222222222222
2012,0
2012,0
2012,0.285714285714286
2012,0
2012,0.142857142857143
2012,0.125
2012,0.125
2012,0.142857142857143
2012,0.142857142857143
2012,0.285714285714286
2012,0
2012,0.25
2012,0
2012,0.142857142857143
2012,0.25
2013,0.142857142857143
2013,0
2013,0.2
2013,0.125
2013,0
2013,0.5
2013,0.4
2013,0.25
2013,0
2013,0.166666666666667
2013,0.4
2013,0.285714285714286
2013,0.25
2013,0.142857142857143
2013,0.222222222222222
2013,0.333333333333333
2013,0.166666666666667
2013,0
2013,0.142857142857143
2013,0.125
2013,0.142857142857143
2013,0
2013,0.142857142857143
2013,0.142857142857143
2013,0.142857142857143
2013,0
2013,0.166666666666667
2013,0
2013,0
2013,0
2013,0
2013,0.166666666666667
2013,0.5
2013,0
2013,0.166666666666667
2013,0.333333333333333
2013,0.222222222222222
2013,0.142857142857143
2013,0.125
2013,0
2014,0.166666666666667
2014,0.2
2014,0
2014,0
2014,0.125
2014,0
2014,0.375
2014,0.5
2014,0
2014,0.375
2014,0.285714285714286
2014,0.916666666666667
2014,0.125
2014,0.25
2014,0
2014,0.25
2014,0
2014,0.125
2014,0
2014,0
2014,0.428571428571429
2014,0.25
2014,0.333333333333333
2014,0
2014,0.5
2014,0
2014,0.142857142857143
2014,0
2014,0.142857142857143
2014,0.285714285714286
2014,0
2014,0.4
2014,0.428571428571429
2014,0.375
2014,0.545454545454545
2014,0.333333333333333
2014,0.125
2014,0
2014,0
2014,0.166666666666667
2015,0
2015,0.166666666666667
2015,0
2015,0
2015,0
2015,0.125
2015,0.166666666666667
2015,0.2
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0.142857142857143
2015,0
2015,0
2015,0
2015,0.25
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0.166666666666667
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2016,0.2
2016,0
2016,0
2016,0.2
2016,0
2016,0.142857142857143
2016,0
2016,0
2016,0
2016,0
2016,0
2016,0
2016,0.2
2016,0
2016,0.166666666666667
2016,0
2016,0.2
2016,0
2016,0
2016,0.2
2016,0
2016,0
2016,0
2016,0
2016,0.166666666666667
2016,0
2016,0.25
2016,0
2016,0
2016,0
2016,0
2016,0.333333333333333
2016,0
2016,0.2
2016,0
2016,0.125
2016,0
2016,0
2016,0.2
2016,0
2017,0.166666666666667
2017,0
2017,0
2017,0
2017,0
2017,0
2017,0
2017,0
2017,0
2017,0
2017,0
2017,0.2
2017,0
2017,0
2017,0
2017,0
2017,0.166666666666667
2017,0
2017,0
2017,0.25
2017,0.75
2017,0
2017,0
2017,0
2017,0
2017,0.142857142857143
2017,0
2017,0.166666666666667
2017,0.2
2017,0
2017,0
2017,0
2017,0
2017,0.142857142857143
2017,0.125
2017,0
2017,0.25
2017,0
2017,0.25
2017,0.2
2018,0
2018,0
2018,0
2018,0
2018,0
2018,0
2018,0.666666666666667
2018,0
2018,0
2018,0
2018,0.5
2018,0
2018,0
2018,0
2018,0.2
2018,0
2018,0
2018,0
2018,0
2018,0.666666666666667
2018,0
2018,0.25
2018,0
2018,0.2
2018,0
2018,0
2018,0
2018,0
2018,0.333333333333333
2018,0
2018,0
2018,0.166666666666667
2018,0
2018,0
2018,0
2018,0.166666666666667
2018,0
2018,0
2018,0.333333333333333
2018,0.2
