"YEAR","biomass"
2000,6.06278471363094
2000,49.2704146651378
2000,44.1655154297461
2000,8.91139688733161
2000,6.40437234650046
2000,28.950149437587
2000,14.3084384224934
2000,11.5304576541067
2001,8.2386899316259
2001,115.726323132849
2001,134.088692810934
2001,5.86308113173268
2001,28.2587116314324
2001,78.6633418729096
2001,61.3304394569625
2001,81.7613615147697
2002,11.4720048144669
2002,137.588127526008
2002,53.5447563439345
2002,36.4540448283041
2002,50.9531213782858
2002,72.3233116932087
2002,85.2944528799563
2002,80.0924909158486
2003,14.9971024100043
2003,120.497102897107
2003,100.335079358092
2003,20.2240121468794
2003,25.8979381788556
2003,79.0898397332213
2003,116.567246406247
2003,92.2047647490089
2004,18.6336847447051
2004,26.1386279841921
2004,87.2989285799145
2004,15.2818708971119
2004,17.8785753471581
2004,79.7485108226812
2004,57.1840080595752
2004,72.180330599772
2005,8.7698050772289
2005,91.459993423846
2005,77.7626939753359
2005,14.5012200765903
2005,16.3409026891074
2005,73.4957569936296
2005,54.3874350290331
2005,54.213596988631
2006,9.33101731428347
2006,96.1768893708761
2006,118.371570871865
2006,3.97045200685022
2006,20.3112452027184
2006,92.9961676892492
2006,42.4957104518433
2006,67.8400057476062
2007,13.0833768437848
2007,122.498066305563
2007,60.9963382353476
2007,7.0660093223771
2007,39.4904811186591
2007,55.9053072412456
2007,66.6468181472407
2007,101.520980492761
2008,10.3584697820345
2008,48.9670864994063
2008,76.9404134331679
2008,6.50114485246562
2008,6.81956003712732
2008,73.5124628235694
2008,59.7586750742769
2008,24.3283685078318
2009,10.8739520113823
2009,28.0621046428046
2009,39.5349148413497
2009,26.5735892786281
2009,11.024444312417
2009,39.4103204884045
2009,30.9160743755137
2009,15.4965915778081
2010,5.14509430859406
2010,82.5821856477543
2010,83.9934289640427
2010,7.7495043696659
2010,7.35430716440146
2010,61.5443381218433
2010,47.5317071663748
2010,29.0211923088198
2011,11.281614248546
2011,31.4199916752506
2011,57.831592055137
2011,4.38479313270183
2011,1.77100875075239
2011,44.9864172313554
2011,27.8716988981156
2011,14.4033142966545
2012,7.91615965372524
2012,34.4881438644125
2012,63.4047115788316
2012,6.9505407112676
2012,3.21977510371831
2012,48.1477701669718
2012,25.4639438566197
2012,7.15244814873239
2013,12.250404695493
2013,4.27886321028169
2013,57.3946861933803
2013,4.83619082774648
2013,4.45962440653521
2013,33.8759349580282
2013,38.3794852242676
2013,39.3202949347042
2014,3.61799336929577
2014,2.21449566098592
2014,59.6629734323944
2014,0.941162423323944
2014,1.76242187267606
2014,30.2026395035915
2014,4.41738607352113
2014,16.0279847170845
2015,7.87278353661972
2015,27.5737123773239
2015,37.4088702691549
2015,3.76700217211268
2015,1.96545787169014
2015,29.1164368453521
2015,20.0200901208451
2015,42.0388363988732
2016,4.67803858873239
2016,12.0840187633803
2016,56.1606670112676
2016,6.80277727197183
2016,2.35532413690141
2016,34.4337847485915
2016,27.9719577121549
2016,17.614753781493
2017,10.9419410873239
2017,27.8942132169014
2017,42.1810579380282
2017,6.0218294153662
2017,4.8466487787324
2017,33.6300511300704
2017,41.5395615798592
2017,47.4862967225352
2018,12.4799207915493
2018,36.1113251821127
2018,86.8703226197183
2018,8.49047025852113
2018,7.86217072450704
2018,79.4846534493662
2018,46.8064004599296
2018,43.415653211338
