"RECYEAR","avg.FORBS"
1991,2.7875
1991,2.44
1991,5.02
1991,4.52
1991,3.07
1991,0.44
1991,5.51
1991,11.335
1991,2.53
1991,3.6425
1991,5.3425
1991,6.0675
1992,2.56666666666667
1992,1.76666666666667
1992,1.31666666666667
1992,5.65
1992,4.43333333333333
1992,0.916666666666667
1992,1.55
1992,0.75
1992,0
1992,0.576666666666667
1992,1.18333333333333
1992,3.41666666666667
1993,1.135
1993,1.44333333333333
1993,0.603333333333333
1993,1.03333333333333
1993,0.725
1993,0.733333333333333
1993,0.981666666666667
1993,0.185
1993,0.575
1993,0.155
1993,3.54833333333333
1993,2.38
1993,0.736666666666667
1993,0.58
1993,0.213333333333333
1993,0.615
1993,1.58166666666667
1993,1.315
1993,0.405
1993,0.31
1993,0.675
1993,1.435
1993,2.25833333333333
1993,0.285
1993,3.66333333333333
1993,1.20833333333333
1993,0.651666666666667
1993,0.206666666666667
1993,3.40166666666667
1993,1.76333333333333
1994,1.23833333333333
1994,0.108333333333333
1994,0.0766666666666667
1994,0.181666666666667
1994,0.143333333333333
1994,0.00166666666666667
1994,0
1994,0.238333333333333
1994,0.015
1994,0.425
1994,0.675
1994,1.09
1994,0.176666666666667
1994,0.86
1994,0.688333333333333
1994,0.18
1994,0
1994,0.301666666666667
1994,0.0783333333333333
1994,0.005
1994,0.67
1994,0.566666666666667
1994,1.92
1994,1.685
1994,0.00833333333333333
1994,0.311666666666667
1994,0.131666666666667
1994,1.05
1994,3.715
1994,4.62333333333333
1995,1.29166666666667
1995,1.23333333333333
1995,5.63166666666667
1995,0.868333333333333
1995,0.261666666666667
1995,0.921666666666667
1995,0.045
1995,0.188333333333333
1995,0.155
1995,2.17166666666667
1995,1.91833333333333
1995,2.785
1995,3.73
1995,2.505
1995,0.05
1995,0.153333333333333
1995,1.91666666666667
1995,0.235
1995,0.0466666666666667
1995,0.0383333333333333
1995,0.79
1995,4.42
1995,0.145
1995,0.438333333333333
1995,6.16
1995,2.8
1995,2.89833333333333
1995,0.03
1995,1.44166666666667
1995,0.6
1996,0.623333333333333
1996,0.25
1996,0.371666666666667
1996,1.50333333333333
1996,0.683333333333333
1996,0.153333333333333
1996,0.315
1996,1.87666666666667
1996,0.425
1996,0.283333333333333
1996,1.085
1996,1.56833333333333
1996,2.94166666666667
1996,2.13
1996,0.913333333333333
1996,0.275
1996,0.456666666666667
1996,0.133333333333333
1996,0.00833333333333333
1996,0
1996,1.44166666666667
1996,8.65
1996,1.04333333333333
1996,0.0283333333333333
1996,3.05166666666667
1996,0.511666666666667
1996,1.695
1996,4.345
1996,1.06666666666667
1996,0.598333333333333
1997,0.821666666666667
1997,1.41166666666667
1997,1.61166666666667
1997,1.82
1997,0.58
1997,0.473333333333333
1997,0.1
1997,0.925
1997,0.0633333333333333
1997,0.175
1997,1.93833333333333
1997,1.41
1997,1.28666666666667
1997,0.78
1997,0.706666666666667
1997,0.536666666666667
1997,0.536666666666667
1997,1.11333333333333
1997,0.0133333333333333
1997,0.0716666666666667
1997,0.583333333333333
1997,4.78666666666667
1997,0.301666666666667
1997,0.2
1997,0.791666666666667
1997,0.631666666666667
1997,1.49333333333333
1997,2.07833333333333
1997,1.2
1997,1.69
1998,1.38666666666667
1998,1.13333333333333
1998,0.493333333333333
1998,2.62166666666667
1998,0.193333333333333
1998,0.0383333333333333
1998,0.581666666666667
1998,0
1998,0.636666666666667
1998,1.44
1998,1.05166666666667
1998,0.6
1998,0.775
1998,1.08833333333333
1998,0.858333333333333
1998,0.283333333333333
1998,0.233333333333333
1998,0.0883333333333333
1998,0.36
1998,0.026
1998,1.09714285714286
1998,0.7
1998,0.87
1998,0
1998,0.105
1998,0.768333333333333
1998,0.848333333333333
1998,1.50833333333333
1998,0.783333333333333
1998,1.08333333333333
1999,1.855
1999,0.085
1999,3.49333333333333
1999,0.176666666666667
1999,0.485
1999,0.108333333333333
1999,0
1999,0
1999,0.00666666666666667
1999,0.503333333333333
1999,1.32333333333333
1999,0.466666666666667
1999,0.655
1999,0.505
1999,2.87666666666667
1999,1.80666666666667
1999,1.9
1999,0.105
1999,0.646666666666667
1999,0.243333333333333
1999,1.04333333333333
1999,1.49333333333333
1999,2.64833333333333
1999,0
1999,2.96666666666667
1999,0.911666666666667
1999,1.16833333333333
1999,0.281666666666667
1999,0.611666666666667
1999,0.92
2000,0.661666666666667
2000,0.358333333333333
2000,0.403333333333333
2000,0.243333333333333
2000,1.96
2000,0.405
2000,0
2000,0
2000,0.04
2000,0.511666666666667
2000,2.3
2000,0.823333333333333
2000,0.39
2000,0.326666666666667
2000,1.15333333333333
2000,0.518333333333333
2000,5.04333333333333
2000,0.766666666666667
2000,0.418333333333333
2000,0.215
2000,1.18666666666667
2000,0.0816666666666667
2000,0.128333333333333
2000,0
2000,1.14
2000,4.7
2000,1.37666666666667
2000,0.0883333333333333
2000,3.405
2000,1.72833333333333
2001,2.42666666666667
2001,3.93333333333333
2001,5.00666666666667
2001,1.025
2001,1.66666666666667
2001,0
2001,1.49
2001,0
2001,0.205
2001,2.135
2001,3.05333333333333
2001,2.69833333333333
2001,0.505
2001,1.115
2001,6.795
2001,2.795
2001,2.03833333333333
2001,1.605
2001,1.06666666666667
2001,0.211666666666667
2001,2.665
2001,0.856666666666667
2001,0.216666666666667
2001,2.28166666666667
2001,1.98833333333333
2001,1.21833333333333
2001,0.956666666666667
2001,0.923333333333333
2001,0.663333333333333
2001,0.39
2002,1.445
2002,0.635
2002,4.84166666666667
2002,0.585
2002,0.298333333333333
2002,0.313333333333333
2002,0.79
2002,0
2002,0.713333333333333
2002,0.678333333333333
2002,1.17666666666667
2002,1.37333333333333
2002,0.86
2002,0.716666666666667
2002,3.28666666666667
2002,1.01
2002,0.606666666666667
2002,0.0416666666666667
2002,0.02
2002,0.0316666666666667
2002,0.921666666666667
2002,0.111666666666667
