"RECYEAR","avg.FORBS"
2002,1.99
2002,0.528333333333333
2002,0.328333333333333
2002,0.915
2002,0.635
2002,0.103333333333333
2002,0.27
2002,0.298333333333333
2003,0.84
2003,0.588333333333333
2003,3.18666666666667
2003,4.28166666666667
2003,0.815
2003,0.105
2003,0.135
2003,0.02
2003,0.0633333333333333
2003,0.516666666666667
2003,2.465
2003,0.981666666666667
2003,0.133333333333333
2003,0.506666666666667
2003,3.31333333333333
2003,3.42666666666667
2003,3.13
2003,1.05
2003,0.373333333333333
2003,0.286666666666667
2003,2.45833333333333
2003,0.01
2003,0.218333333333333
2003,0.158333333333333
2003,0.501666666666667
2003,0.256666666666667
2003,0.0883333333333333
2003,0.921666666666667
2003,0.138333333333333
2003,2.605
2004,8.205
2004,11.4433333333333
2004,16.96
2004,9.975
2004,1.165
2004,1.49833333333333
2004,10.335
2004,0.25
2004,0.845
2004,4.19833333333333
2004,4.98
2004,1.77
2004,0.631666666666667
2004,1.51166666666667
2004,4.44666666666667
2004,3.485
2004,3.58
2004,2.58666666666667
2004,0.196666666666667
2004,0.441666666666667
2004,1.28666666666667
2004,1.26333333333333
2004,2.70833333333333
2004,0.16
2004,1.01833333333333
2004,1.92666666666667
2004,0.728333333333333
2004,3.81333333333333
2004,2.32666666666667
2004,1.09166666666667
2005,2.84666666666667
2005,3.32666666666667
2005,4.085
2005,0.346666666666667
2005,1.335
2005,0.658333333333333
2005,1.14666666666667
2005,0.0266666666666667
2005,1.365
2005,1.59666666666667
2005,4.15333333333333
2005,1.94666666666667
2005,1.18833333333333
2005,0.413333333333333
2005,13.8833333333333
2005,2.71833333333333
2005,3.955
2005,3.90666666666667
2005,0.331666666666667
2005,0.318333333333333
2005,2.38666666666667
2005,0.811666666666667
2005,2.03333333333333
2005,0.06
2005,1.29833333333333
2005,1.49333333333333
2005,3.47666666666667
2005,1.31833333333333
2005,2.675
2005,2.18166666666667
2006,2.88833333333333
2006,1.65666666666667
2006,7.60333333333333
2006,4.47
2006,2.76166666666667
2006,1.46833333333333
2006,4.32833333333333
2006,0.095
2006,1.04
2006,2.19
2006,1.95166666666667
2006,2.98166666666667
2006,0.263333333333333
2006,0.79
2006,6.95
2006,1.62666666666667
2006,1.84
2006,0.573333333333333
2006,0.123333333333333
2006,0.2
2006,4
2006,1.50833333333333
2006,2.59833333333333
2006,2.26833333333333
2006,2.49666666666667
2006,1.125
2006,1.26166666666667
2006,0.461666666666667
2006,1.785
2006,1.71166666666667
2007,7.83666666666667
2007,3.37666666666667
2007,8.22833333333333
2007,0.005
2007,0.878333333333333
2007,0.07
2007,13.0166666666667
2007,0.03
2007,2.33833333333333
2007,2.415
2007,7.18166666666667
2007,5.28
2007,6.33666666666667
2007,1.02666666666667
2007,3.67
2007,5.34166666666667
2007,10.415
2007,0.83
2007,0
2007,0.266666666666667
2007,4.845
2007,0.233333333333333
2007,6.81333333333333
2007,4.225
2007,1.95
2007,5.815
2007,0.478333333333333
2007,0.936666666666667
2007,0.565
2007,1.995
2008,7.96666666666667
2008,13.4783333333333
2008,16.7483333333333
2008,1.16166666666667
2008,5.26166666666667
2008,1.78333333333333
2008,27.8
2008,0.198333333333333
2008,6.845
2008,3.56666666666667
2008,7.05833333333333
2008,9.69666666666667
2008,1.17666666666667
2008,3.775
2008,8.10166666666667
2008,1.79166666666667
2008,49.365
2008,6.255
2008,0.0133333333333333
2008,0.00166666666666667
2008,10.2333333333333
2008,9.555
2008,23.9983333333333
2008,3.835
2008,10.88
2008,5.80333333333333
2008,2.455
2008,0.671666666666667
2008,2.375
2008,2.79
2009,4.11333333333333
2009,4.53833333333333
2009,6.58166666666667
2009,2.13833333333333
2009,2.56333333333333
2009,0.575
2009,13.0766666666667
2009,0.0266666666666667
2009,2.42166666666667
2009,5.25166666666667
2009,6.91833333333333
2009,6.17
2009,0.486666666666667
2009,0.78
2009,5.50666666666667
2009,1.44833333333333
2009,4.89833333333333
2009,2.205
2009,0.0766666666666667
2009,0.268333333333333
2009,4.28666666666667
2009,2.20166666666667
2009,10.83
2009,13.2316666666667
2009,8.32
2009,6.15833333333333
2009,0.933333333333333
2009,0.53
2009,0.941666666666667
2009,1.78833333333333
2010,11.3116666666667
2010,3.49
2010,11.335
2010,1.14333333333333
2010,1.65833333333333
2010,0.835
2010,11.7216666666667
2010,0
2010,2.16666666666667
2010,2.92
2010,6.42833333333333
2010,5.04166666666667
2010,1.37833333333333
2010,0.973333333333333
2010,6.87666666666667
2010,8.92166666666667
2010,10.8183333333333
2010,0.276666666666667
2010,1.695
2010,1.90666666666667
2010,2.51666666666667
2010,5.18
2010,5.38333333333333
2010,13.9183333333333
2010,4.66833333333333
2010,7.975
2010,3.535
2010,1.715
2010,2.61
2010,1.53
2011,3.63833333333333
2011,5.58
2011,3.48333333333333
2011,1.57
2011,3.035
2011,3.23833333333333
2011,0.605
2011,1.655
2011,0.158333333333333
2011,1.54333333333333
2011,1.755
2011,2.95166666666667
2011,0.576666666666667
2011,0.688333333333333
2011,6.07166666666667
2011,8.32166666666667
2011,3.08666666666667
2011,0.528333333333333
2011,0.363333333333333
2011,0.263333333333333
2011,1.58166666666667
2011,4.03
2011,0.778333333333333
2011,1.86166666666667
2011,0.873333333333333
2011,1.39333333333333
2011,0.723333333333333
2011,0.786666666666667
2011,1.00666666666667
2011,0.641666666666667
2012,1.70666666666667
2012,1.18333333333333
2012,1.03333333333333
2012,0.888333333333333
2012,2.41
2012,0.32
2012,2.98
2012,0.225
2012,0.77
2012,1.01333333333333
2012,1.00333333333333
2012,0.483333333333333
2012,0.101666666666667
2012,0.433333333333333
2012,4.965
2012,1.48666666666667
2012,0.395
2012,3.30666666666667
2012,0.0883333333333333
2012,0.015
2012,2.14166666666667
2012,1.94
2012,0.506666666666667
2012,2.43166666666667
2012,0.131666666666667
2012,0.366666666666667
2012,0.411666666666667
2012,3.23666666666667
2012,0.0516666666666667
2012,1.795
2013,5.65166666666667
2013,2.76833333333333
2013,0.79
2013,11.7383333333333
2013,2.63333333333333
2013,0.533333333333333
2013,2.28
2013,0.956666666666667
2013,0.886666666666667
2013,0.863333333333333
2013,1.65833333333333
2013,1.395
2013,0.753333333333333
2013,0.045
2013,6.14
2013,5.02833333333333
2013,1.29833333333333
2013,1.13833333333333
2013,0.691666666666667
2013,0.533333333333333
2013,0.821666666666667
2013,1.155
2013,0.765
2013,2.93333333333333
2013,0.476666666666667
2013,0.34
2013,0.59
2013,3.82666666666667
2013,1.21
2013,1.895
2014,2.44333333333333
2014,3.82833333333333
2014,1.97333333333333
2014,11.92
2014,4.78
2014,4.28333333333333
2014,1.005
2014,1.80666666666667
2014,0.691666666666667
2014,0.575
2014,0.891666666666667
2014,3.445
2014,2.455
2014,0.75
2014,5.44833333333333
2014,3.09166666666667
2014,1.16833333333333
2014,0.0716666666666667
2014,0.681666666666667
2014,0.171666666666667
2014,4.50166666666667
2014,4.84166666666667
2014,2.22333333333333
2014,2.17333333333333
2014,0.123333333333333
2014,2.19333333333333
2014,1.22666666666667
2014,0.483333333333333
2014,1.17833333333333
2014,1.05833333333333
2015,10.4433333333333
2015,12.1633333333333
2015,11.6733333333333
2015,11.0016666666667
2015,4.65666666666667
2015,4.18833333333333
2015,1.01666666666667
2015,2.705
2015,0.911666666666667
2015,0.463333333333333
2015,2.46333333333333
2015,2.20833333333333
2015,0.42
2015,0.08
2015,5.87166666666667
2015,4.82833333333333
2015,1.51166666666667
2015,1.74333333333333
2015,0.0666666666666667
2015,0.69
2015,0.85
2015,5.46666666666667
2015,7.54166666666667
2015,5.31166666666667
2015,1.69666666666667
2015,0.373333333333333
2015,1.78666666666667
2015,1.02
2015,2.27333333333333
2015,1.135
