"YEAR","biomass"
2000,42.7942284462954
2000,31.9061885603766
2000,10.8829830815682
2000,28.7710655012369
2000,36.0446396246619
2000,11.8160565131407
2000,14.0368123914972
2000,23.9335071825078
2001,25.1945017846338
2001,20.0699363844184
2001,14.3714459529392
2001,29.6850930144387
2001,25.7514190853147
2001,14.9793056886788
2001,9.06353837702137
2001,16.319049462201
2002,21.9977221502725
2002,19.0088189994631
2002,9.94064856739118
2002,25.613620625145
2002,37.0011467796502
2002,10.4887649910227
2002,7.99766098614891
2002,10.8044575012754
2003,19.5662056751063
2003,23.598738439869
2003,6.28994545041891
2003,24.0360255997681
2003,34.1348144637279
2003,8.34792949955283
2003,16.5633354727324
2003,11.8657160484185
2004,15.1463818235293
2004,17.4195205938649
2004,12.1561811228002
2004,19.5825640306927
2004,20.1645332881488
2004,8.21145475707496
2004,7.24648699876405
2004,15.4171682572238
2005,12.4581594578278
2005,15.5148952128436
2005,4.63084454345408
2005,16.7870862245895
2005,22.0660944556421
2005,5.98932016248074
2005,7.4890209323639
2005,4.17830941067489
2006,11.6932277596795
2006,18.9961933162725
2006,6.66120849443168
2006,14.4000679122826
2006,18.479576224729
2006,4.05200418450527
2006,8.00263135023482
2006,9.762695879753
2007,10.95549826821
2007,4.13584484375543
2007,4.7455900803607
2007,11.7659227175766
2007,14.4382976387059
2007,3.85488005175209
2007,9.4283230209089
2007,3.93097080214539
2008,10.4336215209107
2008,9.83930116513911
2008,10.2053490391474
2008,6.8459850308433
2008,3.82340317257751
2008,4.62188105527198
2008,7.359012401494
2008,7.75178340628164
2009,16.794032083553
2009,6.68219498543305
2009,12.4894639196023
2009,17.5767773744616
2009,12.5466852177345
2009,9.98303416346486
2009,9.65224803438962
2009,6.27424857915732
2010,13.6783640446754
2010,11.212185703432
2010,8.5928418398406
2010,13.9004615661432
2010,13.0745861178126
2010,8.11561055854937
2010,13.0274932026154
2010,8.33403219873838
2011,8.43156125841936
2011,2.78978880995817
2011,15.9473599695863
2011,17.0990813917254
2011,15.0724132625832
2011,8.42850854511806
2011,16.7997631513006
2011,8.10811393479962
2012,26.3007748748639
2012,5.95511860977452
2012,10.7215169071716
2012,7.99897117436842
2012,5.70398646117174
2012,6.02728839635449
2012,9.14558472036405
2012,7.25933990451292
2013,14.5620706983616
2013,12.5859126626626
2013,8.39761884917545
2013,8.03392742092978
2013,11.1266450883693
2013,5.73601262690872
2013,6.79139188435427
2013,3.56391019935066
2014,10.8730035626584
2014,5.93254639891125
2014,8.13077165862849
2014,17.14161001993
2014,9.2382255508251
2014,6.26666224332726
2014,7.64204298633891
2014,6.8258635192276
2015,2.58044792323341
2015,9.84442982603228
2015,9.13819294015824
2015,5.59283648778151
2015,12.8953222396544
2015,4.91701757531259
2015,10.5473567237952
2015,6.2663838986806
2016,1.86687292909091
2016,2.60975507424242
2016,3.77386412424242
2016,3.95301207590074
2016,2.75416965356494
2016,5.77775187878788
2016,7.3906387603322
2016,5.37426702444413
2017,1.89389556666667
2017,7.84466398818182
2017,11.8538641848485
2017,16.1726168412121
2017,6.89994046181818
2017,11.1628131515152
2017,11.3628202606061
2017,12.3230690030303
2018,23.6615932393939
2018,8.35688866363636
2018,6.1582934
2018,11.7367743787879
2018,9.85535982424242
2018,24.334687269697
2018,13.9067835912121
2018,15.4263272172727
2019,14.185734030303
2019,6.6904733030303
2019,4.7640752030303
2019,6.17641937878788
2019,10.1478858787879
2019,5.10441109090909
2019,10.4031699578788
2019,11.5380195757576
2020,3.462243
2020,1.3151067
2020,3.52729831818182
2020,6.09950292181818
2020,2.7438109
2020,2.78841172727273
2020,4.26153678121212
2020,7.33883583333333
